도토리카페,"서울 은평구 대서문길 15-5 1, 2층",서울 은평구 진관동 279-36,매일 10:00 ~ 19:00,02-385-4949,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC31687CC1168408E9E53043E2E6298A1,https://place.map.kakao.com/27294965,126.9477557,37.65708844
해례커피,서울 은평구 통일로83길 19,서울 은평구 갈현동 430-1,월~금 11:30 ~ 23:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE6086490B13B4FF48B596066F1093924,https://place.map.kakao.com/2143276770,126.9176149,37.62067155
카페아사,서울 은평구 불광천길 338 2층,서울 은평구 응암동 591-19,매일 12:00 ~ 22:00,070-4950-2577,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE23BCA4B85A4E98A3A02D34C1E48363,https://place.map.kakao.com/158505473,126.9141017,37.58910295
스타벅스 은평구청입구점,서울 은평구 은평로 170 상현빌딩 1층,서울 은평구 응암동 96-1,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFC800EA7B4DC4AF9BE45187D6BD6C294,https://place.map.kakao.com/24765609,126.9266624,37.60108939
플럽커피,서울 은평구 연서로29길 7-11 3층,서울 은평구 갈현동 456-12,매일 12:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8902BD96F4AE42378176DD6FF91E0764,https://place.map.kakao.com/1532325160,126.9192664,37.61841779
북한산큰숲제빵소,서울 은평구 북한산로 271-3,서울 은평구 진관동 296-12,월~토 10:00 ~ 22:00,02-2267-9001,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCA1311CBE2C64D9A94138A565AA21BC9,https://place.map.kakao.com/1460285187,126.9389615,37.654774
카페미제,"서울 은평구 연서로 19 1, 2층",서울 은평구 역촌동 83-39,매일 08:00 ~ 23:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB1C1D020A49F419AA36FAFF71993963D,https://place.map.kakao.com/356891147,126.9157458,37.60087568
카페309,서울 은평구 의상봉길 56-16 의상빌딩 1~3층,서울 은평구 진관동 309-14,매일 10:00 ~ 20:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2CF5A6F45B448DEAC3585A38E0B7905,https://place.map.kakao.com/690417485,126.9439334,37.65170872
213점,서울 은평구 응암로21가길 27 1층,서울 은평구 응암동 120-39,"월,수,목,금 09:00 ~ 20:00",02-356-7312,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF1806E6DE15042DBBF6BF74D1978DC50,https://place.map.kakao.com/862753029,126.9180313,37.59609501
선과점,서울 은평구 갈현로7가길 11 1층,서울 은평구 역촌동 191-2,목요일,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F352486A15BE94AAE87599BF3E8016637,https://place.map.kakao.com/293547899,126.9091135,37.60280131
알키미스타,서울 은평구 응암로9길 24 1층,서울 은평구 응암동 592-61,매일 10:00 ~ 00:00,02-6104-5803,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4B1F95C49D134E7BB3AD31819BC27ADD,https://place.map.kakao.com/690365890,126.9138939,37.58785313
스타벅스 진관DT점,서울 은평구 연서로 645,서울 은평구 진관동 2-8,매일 07:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4BF8E6BA72A54EF9BD1B7029444E088F,https://place.map.kakao.com/811506917,126.9361598,37.65017832
스타벅스 불광역점,서울 은평구 통일로 715 1층,서울 은평구 대조동 15-9,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F296F5619E2384B11BE4D6309AA32A452,https://place.map.kakao.com/1484410257,126.9303084,37.60941395
스타벅스 구파발역점,서울 은평구 진관2로 12 메이플카운티 2차 113~116호,서울 은평구 진관동 100-6,매일 07:00 ~ 22:00,1522-3232,,https://place.map.kakao.com/26900385,126.918551,37.63425763
카페볼가심,서울 은평구 진관길 10,서울 은평구 진관동 198-7,매일 10:00 ~ 21:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7AD6054DED844169B20AB9B2153760A9,https://place.map.kakao.com/1333160596,126.9395689,37.64190251
폴스타베이커스,서울 은평구 서오릉로 256 1~3층,서울 은평구 갈현동 326-40,매일 10:30 ~ 21:50,02-6941-0256,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3DB089E093E440BD9EC5141DF3FF4EBE,https://place.map.kakao.com/1366817206,126.907013,37.61718811
카페메이트,"서울 은평구 진흥로 85 1,2층",서울 은평구 역촌동 27-9,매일 10:00 ~ 21:00,02-356-7972,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F019F9A9FBF3B4DDD800A90CF6F526F93,https://place.map.kakao.com/1078109037,126.9216092,37.60461928
탐나도다,서울 은평구 통일로83길 5-14,서울 은평구 갈현동 403-3,월~토 11:30 ~ 22:00,02-384-9292,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF08440F37D824A69B85CBDB459D4AE13,https://place.map.kakao.com/27543867,126.9187564,37.62063864
스타벅스 연신내역사거리점,서울 은평구 통일로 842,서울 은평구 불광동 308-1,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0CCAD54AB3804275B25F85DE9AE8A5D9,https://place.map.kakao.com/2045961313,126.9220638,37.61869023
스타벅스 구산역점,서울 은평구 연서로 146,서울 은평구 대조동 224-15,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F97003FC6E3CA48F38AE98D7593DE8971,https://place.map.kakao.com/17884764,126.9177121,37.61182562
커피생각,서울 은평구 불광천길 420 1층,서울 은평구 응암동 583-34,"월,화,목,금,토,일 10:00 ~ 21:30",02-302-1400,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9743046F457D4604A69301032F3B0B76,https://place.map.kakao.com/16470972,126.9149743,37.59261835
스타벅스 새절역점,서울 은평구 증산로 371,서울 은평구 신사동 338-4,매일 07:00 ~ 22:00,1522-3232,,https://place.map.kakao.com/2133759729,126.9128851,37.58953769
스타벅스 연신내점,서울 은평구 통일로 867,서울 은평구 갈현동 395-6,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFED7A3A9F77B4BAEBD850DD8A2DA4FCB,https://place.map.kakao.com/840743372,126.9198977,37.62023136
코피티암,"서울 은평구 연서로27길 7-1 1,2층",서울 은평구 갈현동 481-4,매일 11:00 ~ 21:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F20C4AB72B9DF48DB8D353EE4E0ACC385,https://place.map.kakao.com/588867706,126.9183487,37.61762843
투썸플레이스 은평구청점,"서울 은평구 은평로 194 더위일 1,2층 103,205호",서울 은평구 응암동 81-173,매일 08:00 ~ 22:30,02-352-1433,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2B200771ECC443F1BB658AB9F3CE9AB8,https://place.map.kakao.com/1892822049,126.9292518,37.60118962
로즈드마이,서울 은평구 불광천길 312 1층,서울 은평구 응암동 592-62,"월,화,목,금,토,일 12:00 ~ 23:00",02-6401-4679,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F089721CCB1644448925CFEE69D87E560,https://place.map.kakao.com/1697604977,126.9139098,37.58794783
제이츠커피브루어스,서울 은평구 연서로25길 20-3 1층,서울 은평구 갈현동 484-2,월~토 12:00 ~ 23:00,070-8822-3375,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FFF72D57704DC415DAEC46B33140942C3,https://place.map.kakao.com/445319809,126.9169034,37.61746723
와이엠에스프레소룸,서울 은평구 진관3로 67 래미안9단지 상가동 1층 101호,서울 은평구 진관동 22,매일 09:00 ~ 21:00,070-7767-0829,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAE934C42822C4A55A78FD0801EA27748,https://place.map.kakao.com/1140878978,126.9209327,37.64276446
지브릭커피 연신내본점,서울 은평구 연서로48길 12 5130동 상사 101호,서울 은평구 진관동 154,매일 10:00 ~ 23:00,02-517-1474,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2341C13A552CC1242C,https://place.map.kakao.com/22214396,126.9359283,37.63714222
명금탕,서울 은평구 진관길 5 1층,서울 은평구 진관동 205-6,매일 11:00 ~ 21:00,02-739-0394,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2DE473A5BD4E41DCB389A29BC384E34B,https://place.map.kakao.com/1200602899,126.9391505,37.64234342
파브스커피로스터스,서울 은평구 증산로15가길 15 1층,서울 은평구 신사동 341-1,월~토 10:00 ~ 21:00,070-7755-6164,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2CAC1F1DD76C4B1C90FEC9322BEAD4EC,https://place.map.kakao.com/1426103469,126.9117347,37.59034737
할리스 연신내점,서울 은평구 연서로 212 1~3층,서울 은평구 대조동 199-28,매일 09:00 ~ 24:00,02-388-3977,,https://place.map.kakao.com/27588085,126.9196824,37.61718246
탐스커버리 DMC탐스커버리점,"서울 은평구 수색로 195 1,2층",서울 은평구 증산동 223-13,매일 00:00 ~ 24:00,02-6925-0108,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F427CEF6B1D324538A29926F8DFC9F37F,https://place.map.kakao.com/21235262,126.9006797,37.57856846
스타벅스 녹번역점,서울 은평구 통일로 636 은평미드스퀘어 110~115호,서울 은평구 녹번동 19-121,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBFE2AA77E89849EB90D3828B883089A5,https://place.map.kakao.com/893937633,126.9353113,37.60351712
치즈당,서울 은평구 통일로83길 5-4 1층,서울 은평구 갈현동 403-8,"월,화,수,목,금,일 11:00 ~ 22:00",02-356-8305,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F918A9ADBF0DB4A01B4BF243C1DAB4EB2,https://place.map.kakao.com/1000691251,126.9191023,37.62078628
스위츠마인,서울 은평구 은평로3길 24 제이엠뷰 1층,서울 은평구 역촌동 83-30,목~일 13:00 ~ 21:00,010-6681-9891,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F020B3C87967A4D7AA8312B1D2B32F323,https://place.map.kakao.com/166576448,126.915212,37.60104306
카페와인드,서울 은평구 응암로34가길 17,서울 은평구 응암동 103-9,매일 10:00 ~ 22:00,,,https://place.map.kakao.com/1538810539,126.9229499,37.59956083
스타벅스 구파발사거리점,서울 은평구 진관3로 21 은평엘크루 101동 105-108호,서울 은평구 진관동 65,매일 07:00 ~ 22:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F11427A50E5634657BA52A0F75D78997B,https://place.map.kakao.com/363897391,126.9190145,37.6396025
카페 쓸,서울 은평구 통일로 684,서울 은평구 녹번동 7,"월,수,목 11:00 ~ 19:00",010-5066-3954,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6311F4730E754092A7CA3470F8B7EEA8,https://place.map.kakao.com/49416583,126.9349539,37.60940705
스타벅스 수색점,서울 은평구 수색로 216,서울 은평구 수색동 30-2,월~금 07:30 ~ 21:00,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB78AD3329849464284DB9F28BF70AF53,https://place.map.kakao.com/1359139681,126.8999328,37.57984571
설빙 서울응암역점,서울 은평구 은평로 64 2층,서울 은평구 신사동 23-5,매일 11:00 ~ 24:00,02-304-2029,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3AAE9BEAADE744F788570B728F2938D1,https://place.map.kakao.com/1718165685,126.9148433,37.59872752
세라젬웰카페 은평뉴타운점,서울 은평구 진관2로 15-34 1층,서울 은평구 진관동 66-27,매일 11:00 ~ 20:00,02-6954-7315,,https://place.map.kakao.com/453558970,126.9190503,37.63748755
투썸플레이스 은평이마트점,서울 은평구 은평로 114 1층,서울 은평구 응암동 110-2,매일 08:00 ~ 22:00,02-353-8585,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F369C2F2E154F402F931B293007055402,https://place.map.kakao.com/1393377666,126.9204058,37.59987701
투썸플레이스 연신내점,"서울 은평구 연서로 223 2,3층",서울 은평구 갈현동 456-1,매일 09:00 ~ 23:00,02-356-8883,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCB6C1606DF1E43DE95844C1A216C5E7A,https://place.map.kakao.com/1898689491,126.9198529,37.61850982
커피디지 응암본점,서울 은평구 갈현로1길 16-1,서울 은평구 신사동 15-59,,02-6084-0095,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F51276F52860B488DB9EF9FE2CC65213D,https://place.map.kakao.com/96176172,126.9083672,37.59951491
개상전애견카페,서울 은평구 통일로 727-5 3층,서울 은평구 대조동 14-27,월~금 11:00 ~ 21:00,070-4404-1212,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6403AD5CA0C649DF90CDCD7D267F0B64,https://place.map.kakao.com/273102633,126.9292017,37.61021895
투썸플레이스 연신내엘피스점,"서울 은평구 통일로 829 1, 2층",서울 은평구 대조동 186-3,매일 09:00 ~ 22:00,02-383-5925,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F301A5E71D80A4343ADD8DC1FDAACAA3C,https://place.map.kakao.com/1866677736,126.9222178,37.61743643
투썸플레이스 은평한옥마을점,"서울 은평구 진관길 7 1,2층",서울 은평구 진관동 205-8,월~토 08:30 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5FF42DA15BA84E769C001C5D8F641B12,https://place.map.kakao.com/393149131,126.9392769,37.64231447
카페달력,서울 은평구 연서로18길 28-2 1층,서울 은평구 대조동 50-2,매일 12:00 ~ 21:00,070-7376-0910,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3CA5815E9D2144AC918109C86B191245,https://place.map.kakao.com/420721827,126.9205484,37.61197028
비비드칩마카롱,서울 은평구 통일로75길 6-20,서울 은평구 대조동 187-26,수~토 11:00 ~ 20:30,010-9433-5502,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5B55635FE44A49768004117E38DB2465,https://place.map.kakao.com/655545381,126.9227143,37.61651838
커피빈 응암동점,서울 은평구 은평로 121 메디컬빌딩,서울 은평구 응암동 89-19,월~토 08:00 ~ 22:00,02-389-6283,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB77F8D208C2043C1B405F9FD60FCAB8A,https://place.map.kakao.com/1041031334,126.9210928,37.60044294
진관사 연지원,서울 은평구 진관길 73,서울 은평구 진관동 354,매일 09:00 ~ 17:30,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F55686C50CFCC4A66A8606E6C16709EC3,https://place.map.kakao.com/1423199719,126.9465133,37.63785684
투썸플레이스 은평뉴타운점,"서울 은평구 진관3로 20 SW메디컬빌딩 1,2층",서울 은평구 진관동 69,월~금 08:00 ~ 22:00,02-356-5977,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAE6BDBB89BBE4F03A904E60C938EFBE2,https://place.map.kakao.com/1775664892,126.9188965,37.63891407
할리스 북한산DI점,"서울 은평구 북한산로 248-8 1,2층",서울 은평구 진관동 323-18,매일 09:00 ~ 22:00,02-3157-4843,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F074621AFE258411D9544A51AE58ACE3A,https://place.map.kakao.com/1031236416,126.9385544,37.65185812
엔제리너스 불광역점,서울 은평구 통일로 741 신흥빌딩 1층,서울 은평구 대조동 6-5,매일 00:00 ~ 24:00,02-389-9571,,https://place.map.kakao.com/21542054,126.9286116,37.61142682
스타벅스 은평이마트점,서울 은평구 은평로 111 1층,서울 은평구 응암동 90-1,월~토 10:00 ~ 21:30,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBF8EF359E76041C48407AD1D3E38460C,https://place.map.kakao.com/7968411,126.9205135,37.60082547
유토피아룸카페,서울 은평구 연서로27길 16-8 2층,서울 은평구 갈현동 454-3,,,,https://place.map.kakao.com/1274448154,126.9181626,37.6184109
빽다방 빵연구소 북한산성점,서울 은평구 대서문길 23,서울 은평구 진관동 279-50,매일 09:00 ~ 20:30,02-352-1202,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEC1E2E5C9F554CCBB826A9BD3E2C32F0,https://place.map.kakao.com/712956599,126.9479413,37.65663992
오핀 로스터리,서울 은평구 북한산로 234 1층,서울 은평구 진관동 327-2,"월,수,목,금,토,일 11:00 ~ 21:00",031-856-5555,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBD878198D45940DF96063F9E242E6961,https://place.map.kakao.com/1065228229,126.937637,37.65136084
투썸플레이스 구산역점,서울 은평구 서오릉로 165 1층 104~106호,서울 은평구 구산동 198-3,월~금 07:00 ~ 22:30,02-2135-6993,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F30E9A9AE8FEE4AAA905A26F1A8294780,https://place.map.kakao.com/1152222444,126.9150401,37.61224035
팥장군,서울 은평구 연서로 150,서울 은평구 대조동 224-3,매일 10:30 ~ 22:00,02-358-8458,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDDEC232FC70C423EB8F2DF68EAD08753,https://place.map.kakao.com/2051142783,126.9176589,37.61218868
메가MGC커피 연신내역점,서울 은평구 통일로 855-15 1층,서울 은평구 갈현동 398-1,월~토 08:00 ~ 23:00,02-353-6051,,https://place.map.kakao.com/654282700,126.9197843,37.61924516
설빙 연신내점,서울 은평구 연서로29길 3 2층,서울 은평구 갈현동 456-5,매일 11:00 ~ 22:50,02-2088-0710,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCC4E1ACC181149DF872F7FC108EEA059,https://place.map.kakao.com/2106168508,126.9196001,37.61853884
필구커피,서울 은평구 불광천길 442-29 1층,서울 은평구 응암동 582-18,"월,수,목,금 10:30 ~ 19:00",,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB530F9D8C0244B7C972EF2CE7187844D,https://place.map.kakao.com/373505642,126.9155533,37.59300241
메가MGC커피 불광역점,서울 은평구 통일로 745 1층,서울 은평구 대조동 5-9,,02-356-8444,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4F52610E81684895B7A1A505B6F9B09D,https://place.map.kakao.com/1018885208,126.9283841,37.6117332
이룸커피프로젝트,서울 은평구 불광로 76 2층,서울 은평구 불광동 542-3,화~일 11:00 ~ 20:00,0507-1398-6465,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3FBC939B60AD4261911DAC9933538E46,https://place.map.kakao.com/469072292,126.9321821,37.61366581
빈버드카페,서울 은평구 불광로 16 2층,서울 은평구 대조동 14-132,매일 09:30 ~ 24:00,02-386-4737,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd66a2fe008469c5ffa742b16cdfa14ed1e9def77%3Foriginal,https://place.map.kakao.com/1768201482,126.9282332,37.60967841
해례커피,서울 은평구 응암로34길 10,서울 은평구 응암동 104-1,,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FDFAF91446D4244179115A5B218B9351D,https://place.map.kakao.com/277375089,126.9218508,37.59814664
카페다르크,서울 은평구 불광천길 450 1층,서울 은평구 응암동 579-32,매일 11:30 ~ 24:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F76044C8A70994CC1A3722826C3764A38,https://place.map.kakao.com/1727410514,126.9153519,37.59409445
웅차,서울 은평구 갈현로1길 7-1 1층 101호,서울 은평구 신사동 18-30,"화,목,금,토 12:00 ~ 22:00 · 휴게시간 목 15:30 ~ 19:00",010-2750-2571,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F177F9604C5EE44059FDA570CFA18AFEF,https://place.map.kakao.com/306772573,126.9092648,37.59916701
메가MGC커피 구파발역점,서울 은평구 진관2로 29-21 드림스퀘어 1층 106호,서울 은평구 진관동 72,매일 08:00 ~ 22:00,02-356-7096,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F618B910F64E44D879E186A7750D2DC0F,https://place.map.kakao.com/700136611,126.9193416,37.63574173
다용도실,서울 은평구 연서로20길 17 1층,서울 은평구 대조동 215-28,수~일 13:00 ~ 22:00,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F188E06EB782949029A5F5526E30B71FE,https://place.map.kakao.com/1335272736,126.919896,37.61409771
